UKPRN,Univ,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Social Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,UKPRN2,4*,3*,2*,1*,outputGPA,UKPRN3
10007832,Newman University,0.0171319439,0.0751289416,0.0628258066,0.0048580680,0.0012605532,0.0130710805,0.0215236896,0.0581852581,0.0042606592,0.0062144600,0.0147379628,0.0017058987,0.0129747905,0.0951023467,0.0213616231,0.0280027901,0.0379874412,0.0641603114,0.0008981527,0.0094769330,0.0024965038,0.0038076114,0.0305729897,0.0197096411,0.0451573156,0.0390139140,0.0544318227,0.0069583360,0.0040236410,0.0410035900,0.0022326775,0.1918847494,0.0015667357,0.0051807116,0.0010910497,10007832,16.7,36.6,36.7,10,2.6,10007832
10007138,University of Northampton,0.0051349513,0.0405844861,0.0911608193,0.0073174250,0.0029312701,0.0070388642,0.0019869366,0.0043325086,0.0089077692,0.0063120855,0.0023853578,0.0007794731,0.0325146308,0.0406053401,0.0182492809,0.0531817054,0.0245273030,0.0446794838,0.0304836679,0.0083850675,0.0033895561,0.0010220942,0.0592010036,0.0026366958,0.0440727638,0.0495241834,0.0308163759,0.0151224542,0.0767733542,0.0883078341,0.0011641026,0.1694229748,0.0025635018,0.0049010771,0.0195836023,10007138,3.8,7.5,43.4,45.3,1.698,10007138
10006299,Staffordshire University,0.0212317963,0.0165369721,0.0941718515,0.0165634163,0.0045056903,0.0403498248,0.0015796373,0.0065593484,0.0192474936,0.0081967130,0.0065799596,0.0040138211,0.0150144763,0.0317348297,0.0250039921,0.0144211853,0.0063223059,0.0170578658,0.0012280985,0.0051618990,0.0010505814,0.1036584532,0.0782284109,0.0430950440,0.0054217003,0.0305907284,0.1601073864,0.0350123978,0.0008926162,0.0671955337,0.0031920297,0.0911212679,0.0189312211,0.0048442378,0.0011772144,10006299,25,46.4,17.9,10.7,2.857,10006299
10007139,University of Worcester,0.0062824678,0.0715414276,0.0908866054,0.0030714864,0.0048310769,0.0179515977,0.0038969731,0.0043912904,0.0050074819,0.0171122109,0.0089803080,0.0008646717,0.0140526542,0.0397219349,0.0625457094,0.0513164822,0.0640362018,0.0216850907,0.0157721426,0.0109221463,0.0083474806,0.0048127406,0.0239915227,0.0237016216,0.0233305325,0.0547623321,0.0680145858,0.0169434208,0.0128254831,0.0886096611,0.0076114138,0.1393115297,0.0061794770,0.0047790036,0.0019092352,10007139,11.5,21.2,28.8,32.7,1.999,10007139
10007798,University of Manchester,0.0193666797,0.0633014811,0.0841584152,0.0052279452,0.0068873672,0.0035746659,0.0355136384,0.0065969689,0.0149181688,0.0495046817,0.0039557552,0.0141593367,0.0062448629,0.0802443293,0.0054646692,0.0200790057,0.0541585577,0.0198574727,0.0283364114,0.0098110931,0.0027603414,0.0363468720,0.0845988111,0.0236017232,0.0260962209,0.0629781668,0.0257745206,0.0109012676,0.0249367469,0.0445822575,0.0024174167,0.0922887098,0.0215889732,0.0044182727,0.0053481935,10007798,31.3,35.1,28.3,5.3,2.924,10007798
10007762,Glasgow Caledonian University,0.0097029269,0.0419809428,0.1838505734,0.0012024223,0.0012622777,0.0048681609,0.0080029588,0.0010952707,0.0043582382,0.0012441083,0.0005052639,0.0020989898,0.0999794674,0.0455451745,0.0141654413,0.0007630147,0.1144841649,0.0151585784,0.0002003147,0.0062590131,0.0038144268,0.0056406582,0.0010910381,0.0399187812,0.0035758635,0.0404252936,0.0958538064,0.0399015634,0.0001211710,0.1014771426,0.0057423540,0.0982577103,0.0016035235,0.0043483566,0.0015010080,10007762,13,34.8,34.8,17.4,2.434,10007762
10000961,Brunel University London,0.0232541631,0.0729643818,0.0642186624,0.0029594587,0.0026169190,0.0022140399,0.0361405058,0.0452141555,0.0089462753,0.0210656208,0.0177930550,0.0065895514,0.0256684783,0.0621962213,0.0287559128,0.0252667929,0.0099420200,0.0416123786,0.0021835553,0.0107933203,0.0064441769,0.0170232290,0.0776070150,0.0079550709,0.0226210720,0.0385185016,0.0388539983,0.0079106540,0.0021068655,0.0972673692,0.0245145187,0.1373006355,0.0047717646,0.0039176627,0.0027919979,10000961,19.7,32.8,36,11.5,2.607,10000961
10007851,University of Derby,0.0029315016,0.0723767770,0.1000151045,0.0099308229,0.0007038224,0.0079867833,0.0004974536,0.0035478561,0.0327181936,0.0229308163,0.0123186344,0.0003035365,0.0192495894,0.0362239866,0.0097033430,0.0197852961,0.0470385305,0.0033867201,0.0022798844,0.0025038895,0.0012826737,0.0220138366,0.0312615544,0.0239859454,0.0277708915,0.1475305584,0.0996607703,0.1034632205,0.0010524700,0.0513085376,0.0005403776,0.0722949975,0.0059465860,0.0039014362,0.0015536026,10007851,14.3,33.3,33.4,14.2,2.381,10007851
10007801,University of Plymouth,0.0135130908,0.0754022371,0.1050872570,0.0021114450,0.0049144050,0.0617524192,0.0258795339,0.0055090627,0.0217497691,0.0069952572,0.0016789447,0.0017023031,0.0125073573,0.0651110192,0.0067425942,0.0326038421,0.0256892521,0.0361852935,0.0027465945,0.0114282100,0.0108134275,0.0213432165,0.0352158122,0.0207971097,0.0116367406,0.0478450765,0.0737299900,0.0129459383,0.0072202531,0.1072955916,0.0113149355,0.1084722643,0.0040399204,0.0038693873,0.0041504482,10007801,13.4,35.4,34.1,17.1,2.451,10007801
10007144,University of East London,0.0244814687,0.0785632517,0.0686303415,0.0406154630,0.0069486603,0.0012657616,0.0037059688,0.0146377335,0.0293043860,0.0023982308,0.0064353514,0.0085806221,0.0476981523,0.0890894491,0.0857742652,0.0459984554,0.0148499890,0.0256581327,0.0064332937,0.0060949961,0.0011220074,0.0074762541,0.0193718598,0.0017113911,0.0201558066,0.1072013354,0.0373765204,0.0335080137,0.0132703035,0.0625793170,0.0066182062,0.0761255844,0.0011253439,0.0038170727,0.0013770106,10007144,12.1,51.5,18.2,18.2,2.575,10007144
10003956,Liverpool Hope University,0.0105957846,0.1779384549,0.0528859468,0.0253930049,0.0141762888,0.0011543696,0.0106298639,0.0012233589,0.0221728285,0.0074352481,0.0091757129,0.0020445032,0.0222957226,0.0897796801,0.0490226353,0.0093061029,0.0293179862,0.0253303708,0.0000884655,0.0055142589,0.0009905715,0.0328612803,0.0285986336,0.0186207995,0.0052642784,0.0729563938,0.0668625236,0.0216638260,0.0279543382,0.0561610757,0.0094483415,0.0876061333,0.0004613820,0.0037282310,0.0013416044,10003956,11.4,48.6,28.6,11.4,2.6,10003956
10000571,Bath Spa University,0.0052947560,0.0748607226,0.0701708736,0.0181843706,0.0014148103,0.0017791202,0.0012599026,0.0100495271,0.0258671252,0.0027116528,0.0034957947,0.0027540853,0.0177317024,0.0660220742,0.0273696540,0.0347199071,0.0390485409,0.0257625184,0.0009250884,0.0085134496,0.0044940824,0.0141484737,0.0539786503,0.0032919580,0.0205343339,0.1547505242,0.0461275506,0.0369592870,0.0071890123,0.0920105824,0.0115032605,0.1084510855,0.0013646985,0.0036634975,0.0035973270,10000571,8.2,32.6,36.8,18.3,2.225,10000571
10007804,University of Stirling,0.0319674685,0.1618824758,0.0725298278,0.0045208357,0.0019008695,0.0032065108,0.0017321476,0.0095034187,0.0068022327,0.0031543477,0.0021469457,0.0088483604,0.0371908268,0.1124838315,0.0142314593,0.0384826221,0.0335048317,0.0787639592,0.0001969456,0.0034192780,0.0092709438,0.0131351578,0.0352505062,0.0052915550,0.0124910472,0.0748235175,0.0120469998,0.0201303936,0.0008405230,0.0897415968,0.0059324801,0.0829436281,0.0015868146,0.0033918345,0.0066538068,10007804,25,45.8,22.9,6.3,2.895,10007804
10006566,The University of West London,0.0246432057,0.0496782248,0.0937817848,0.0079967405,0.0013100239,0.0064599676,0.0017134704,0.0049582259,0.0043514831,0.0837693971,0.0010055686,0.0009175209,0.0080993020,0.0780724578,0.0150995679,0.0179701100,0.0126894244,0.0082339590,0.0258007312,0.0000783865,0.0088747826,0.0138689989,0.0307607182,0.0310452818,0.0267569974,0.0190678601,0.1550257380,0.0278219473,0.0009184136,0.0402153212,0.0064748251,0.1506345091,0.0346357992,0.0032508485,0.0040184069,10006566,7.7,30.8,53.8,7.7,2.385,10006566
10007768,Lancaster University,0.0394789245,0.0522144237,0.1462936246,0.0044218924,0.0027104140,0.0015439391,0.0080003372,0.0396022658,0.0031921608,0.0043270051,0.0004659108,0.0022935343,0.0728425766,0.0965806110,0.0047722227,0.0167765631,0.0208783473,0.0376060433,0.0011456730,0.0035234554,0.0022580967,0.0181399449,0.0481407626,0.0263175824,0.0076242280,0.0530652699,0.0643146775,0.0252759461,0.0013008585,0.0494418162,0.0118110971,0.1198889527,0.0039188366,0.0031997399,0.0066322662,10007768,24.4,51.2,22,2.4,2.976,10007768
10000291,Anglia Ruskin University,0.0097735076,0.0362860560,0.1180215641,0.0058419087,0.0005997542,0.0904009505,0.0013647796,0.0273855478,0.0103304388,0.0102343599,0.0125398195,0.0114083210,0.0492981306,0.0444459743,0.0236075001,0.0408887741,0.0181148798,0.0269992445,0.0022036178,0.0152927583,0.0054214427,0.0293296759,0.0123124717,0.0142256854,0.0138051515,0.0302500694,0.1109849761,0.0259251207,0.0026584375,0.0375513999,0.0031489511,0.1348685405,0.0187916762,0.0029798771,0.0027086371,10000291,0,28.6,42.8,23.8,1.952,10000291
10007159,University of Sunderland,0.0122118761,0.0685829224,0.1271331459,0.0098718997,0.0063523078,0.0214167491,0.0054070860,0.0111278847,0.0039317245,0.0079190314,0.0028789095,0.0042014588,0.0413577846,0.0336722209,0.0232620965,0.0150138728,0.0217698599,0.0254491919,0.0066350471,0.0013251739,0.0068190455,0.0033806184,0.0471312242,0.0112572547,0.0195776252,0.0365825285,0.0686552571,0.0199446789,0.0099178736,0.1386309062,0.0136681264,0.1669410490,0.0042530686,0.0029470641,0.0007734363,10007159,0,16.5,32.9,40.5,1.558,10007159
10007814,Cardiff University,0.0115774657,0.0528822286,0.0495659037,0.0180239054,0.0023168241,0.0302538316,0.0007524403,0.0361999813,0.0130884705,0.0084885065,0.0011745267,0.0013466826,0.0051579924,0.0690738127,0.0176678400,0.0250770527,0.0228130422,0.0423392568,0.0005728911,0.0040685077,0.0220034628,0.0405990197,0.0653978759,0.0043486298,0.0405187718,0.0924650761,0.0288781165,0.0807429916,0.0043513335,0.0331647986,0.0041279886,0.1482785994,0.0179373664,0.0028816645,0.0018631424,10007814,32.1,43.5,20.6,3.8,3.039,10007814
10007783,University of Aberdeen,0.0187003221,0.0574936865,0.0943546384,0.0018814651,0.0021002150,0.0053418392,0.0020260721,0.0150094179,0.0037058361,0.0079905149,0.0019827650,0.0111614383,0.0107893931,0.1095200856,0.0038254838,0.0091751447,0.0421533044,0.0673912250,0.0168861698,0.0085540919,0.0090165591,0.0033784037,0.0263100083,0.0084865742,0.0159292886,0.0555911799,0.0098281679,0.0128815080,0.0167613983,0.2135429957,0.0109189147,0.1212343266,0.0005150390,0.0026032981,0.0029592290,10007783,6.1,48.4,39.4,6.1,2.545,10007783
10007842,University of Cumbria,0.0175152260,0.0677453346,0.2050779715,0.0005307459,0.0016693014,0.0005114965,0.0086749142,0.0055210124,0.0005206077,0.0069492888,0.0018569358,0.0005987402,0.0030843792,0.0401169507,0.0138235473,0.0262448211,0.0096935220,0.0136685981,0.0010574730,0.0141764479,0.0019197704,0.0014798249,0.0307545865,0.0251093372,0.0160121738,0.0470125754,0.1276618606,0.0055045239,0.0062792272,0.1351479861,0.0027636937,0.1553341963,0.0010471185,0.0025100805,0.0024257306,10007842,0,29.4,64.7,5.9,2.235,10007842
10007807,University of Ulster,0.0128221193,0.0337931319,0.0510895113,0.1002692409,0.0024542514,0.0020700168,0.0007338581,0.0056970374,0.0235047564,0.0085073761,0.0089342100,0.0127884931,0.0534365238,0.0395178605,0.0209860444,0.0110931792,0.0226216094,0.0156342238,0.0009064623,0.0120016412,0.0043642342,0.0137003028,0.0776931765,0.0094934387,0.0141155462,0.0589497111,0.0400477138,0.0164284818,0.0135706768,0.1554906559,0.0027895355,0.1475180059,0.0006427231,0.0023323422,0.0040019081,10007807,12.2,43.9,31.7,12.2,2.561,10007807
10004180,Manchester Metropolitan University,0.0311398478,0.1387403148,0.0505954607,0.0041656339,0.0069646228,0.0016574067,0.0274853216,0.0370367610,0.0048361403,0.0018580705,0.0054260131,0.0032499789,0.0175558322,0.1052892583,0.0163788042,0.0265712788,0.0165877091,0.1300847393,0.0012083994,0.0065303193,0.0120422660,0.0026677511,0.0321709770,0.0025921684,0.0200940910,0.0609570125,0.0153611357,0.0101943582,0.0022455475,0.0699137877,0.0126033323,0.1218309301,0.0004837793,0.0022809592,0.0011999911,10004180,20.5,35.2,40.9,3.4,2.728,10004180
10007848,University of Chester,0.0137066115,0.1890952103,0.0581199464,0.0228925014,0.0010919944,0.0019562803,0.0016954700,0.0037482512,0.0051017849,0.0001315309,0.0012511113,0.0036309176,0.0020971562,0.1132242897,0.0229146701,0.0219678045,0.0293878689,0.0699583692,0.0073183200,0.0055954813,0.0100189836,0.0010044077,0.0341220439,0.0007220699,0.0321978248,0.1857000214,0.0126904289,0.0025317432,0.0137291461,0.0502709019,0.0021772986,0.0734012075,0.0025370093,0.0022182066,0.0017931365,10007848,16.7,27.7,55.6,0,2.611,10007848
10006840,University of Birmingham,0.0188566557,0.1855955897,0.0609664880,0.0160618705,0.0045805793,0.0032958601,0.0133278507,0.0308705758,0.0078947778,0.0095295108,0.0023855504,0.0203778562,0.0032373391,0.0781478133,0.0911996715,0.0150654893,0.0059594208,0.0446853908,0.0110708849,0.0100256126,0.0032925236,0.0310135970,0.0470273367,0.0124781091,0.0152883814,0.0543367215,0.0274010832,0.0192187522,0.0224798989,0.0338483272,0.0073122334,0.0849766760,0.0028959706,0.0019657404,0.0033298619,10006840,38.2,38.3,19.6,3.9,3.108,10006840
10007157,University of Sheffield,0.0440320240,0.1483745414,0.0441965295,0.0062784797,0.0027854177,0.0013513233,0.0012239133,0.0126995075,0.0101836000,0.0064093097,0.0018684210,0.0198498618,0.0197034924,0.0918621619,0.0199945832,0.0828753956,0.0144581848,0.0965793248,0.0020758187,0.0074781746,0.0037921456,0.0048147517,0.0200462512,0.0012573695,0.0179282605,0.0854811972,0.0364972786,0.0169680044,0.0163618437,0.0372833734,0.0044159090,0.0953382533,0.0022451284,0.0018334495,0.0214567187,10007157,22.6,68,9.4,0,3.132,10007157
10007806,University of Sussex,0.0051781011,0.0499622853,0.0633395140,0.0152273665,0.0010737745,0.0037956356,0.0026374971,0.0484276175,0.1084306720,0.0062746460,0.0233130243,0.0023721298,0.0060785943,0.0957419665,0.0104815645,0.0234328531,0.0103734941,0.0183162545,0.0017258172,0.0088233623,0.0039623091,0.0534617384,0.0817334264,0.0031889287,0.0335796621,0.0832929676,0.0548559916,0.0353654309,0.0026126265,0.0504051279,0.0010922988,0.0784834145,0.0070185997,0.0017921418,0.0041491659,10007806,24.6,40.3,29.8,5.3,2.842,10007806
10002718,Goldsmiths' College,0.0813089940,0.0961124589,0.0496795777,0.0157920171,0.0040341823,0.0017599038,0.0027149201,0.0463761735,0.0088096413,0.0028135553,0.0035436139,0.0531236759,0.0186234757,0.0814134422,0.0400227097,0.0769394794,0.0068672066,0.0875667976,0.0003754085,0.0052956809,0.0050612600,0.0078680571,0.0243227872,0.0011322381,0.0109959876,0.0286582402,0.0142561166,0.0057878417,0.0029698137,0.0632141635,0.0094552005,0.1273416383,0.0023948015,0.0016415683,0.0117273713,10002718,23.1,41,30.8,5.1,2.821,10002718
10007713,York St John University,0.0102577011,0.1003436856,0.0923009458,0.0192735728,0.0022870738,0.0017774438,0.0010371232,0.0024503944,0.0168885395,0.0153657338,0.0005786378,0.0004845189,0.0056109034,0.0613078577,0.0400059842,0.0152727939,0.0270196610,0.0200493953,0.0005630642,0.0124618466,0.0025236370,0.0174347726,0.0298346771,0.0216266903,0.0106046793,0.0683250975,0.0593365713,0.0174206637,0.0008836024,0.1390632720,0.0026465330,0.1823496713,0.0004477135,0.0016267060,0.0005388364,10007713,5,15,57.5,22.5,2.025,10007713
10004048,London Metropolitan University,0.0074408240,0.0705116629,0.0259669381,0.0371927291,0.0009317982,0.0322468271,0.0019998249,0.0909620404,0.0240873092,0.0049627060,0.0040734092,0.0033646979,0.0067345345,0.1050461228,0.0157614993,0.0721941790,0.0239485796,0.0499370273,0.0006731481,0.0034761235,0.0248540529,0.0050089763,0.0240685177,0.0031277677,0.0208557050,0.0738536650,0.0464993201,0.0169579424,0.0050173246,0.0263357325,0.0031087696,0.1653695714,0.0018648619,0.0014733300,0.0000924816,10004048,10.5,31.6,52.6,5.3,2.473,10004048
10000886,University of Brighton,0.0248480843,0.0551176787,0.0959115195,0.0024765944,0.0001461910,0.0063099512,0.0007615532,0.0042956974,0.0311439765,0.0021725324,0.0019022223,0.0018639158,0.0866044824,0.1032492039,0.0058315131,0.0292529440,0.0158999813,0.0222970981,0.0000736310,0.0129304850,0.0003408157,0.0033521017,0.0275020322,0.0009519975,0.0085478172,0.0505633006,0.0557746828,0.0112286052,0.0055230975,0.1590056949,0.0032233749,0.1662117119,0.0038322054,0.0007408986,0.0001124086,10000886,13.8,34.5,41.4,10.3,2.518,10000886
10007148,University of Huddersfield,0.0058291984,0.0661429618,0.0279922851,0.0155492930,0.0005143131,0.0037497508,0.0002032410,0.0264534338,0.0032849334,0.0030614477,0.0049198909,0.0010990247,0.0055190003,0.1303379876,0.0417652012,0.0071858624,0.0165208319,0.0236952906,0.0002202863,0.0054349392,0.0060684194,0.0143461604,0.0295859251,0.0030181061,0.0508151166,0.1332284997,0.0291557701,0.1041181535,0.0020822994,0.0834458765,0.0008737940,0.1471939745,0.0013118390,0.0004921789,0.0047847136,10007148,8.3,45.9,39.5,6.3,2.562,10007148
10007166,University of Wolverhampton,0.0111480568,0.0344715259,0.0776782168,0.0048019396,0.0009941914,0.0013250169,0.0083830108,0.0132587825,0.0024751555,0.0098041948,0.0095407997,0.0097818089,0.0154318132,0.0618749210,0.0106314564,0.0478936241,0.0746643646,0.0084832330,0.0031026935,0.0088254886,0.0026610867,0.0042997152,0.0467445365,0.0080306036,0.0132647691,0.0951507706,0.0679033176,0.0208364462,0.0094852289,0.1150998825,0.0007512982,0.1908369102,0.0029380395,0.0002516256,0.0071754757,10007166,7.1,42.9,42.9,7.1,2.5,10007166
10007151,University of Lincoln,0.0088988080,0.1609093041,0.0545425057,0.0105759428,0.0004755736,0.0021652277,0.0012079091,0.0044722013,0.0217258856,0.0031023586,0.0079133489,0.0016519907,0.0083212521,0.1413930518,0.0180471840,0.0020838164,0.0354529844,0.0333141904,0.0001102038,0.0087377231,0.0034547974,0.0119752343,0.0156137384,0.0027520221,0.0031072271,0.1201876815,0.1655394575,0.0352955708,0.0004128019,0.0289803193,0.0050602865,0.0811536669,0.0004629079,0.0002066796,0.0006961469,10007151,12.5,33.3,41.7,12.5,2.458,10007151
