Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE of submitted staff,Total FTE of submitted staff for joint submission,% of eligible staff submitted,4*,3*,2*,1*,Unclassified,OutputsGPA,UKPRN,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,Log2(T1)_Log2(T3),Log2(T2)_Log2(T3),Log2(T4)_Log2(T3),Log2(T5)_Log2(T3),Log2(T6)_Log2(T3),Log2(T7)_Log2(T3),Log2(T8)_Log2(T3),Log2(T9)_Log2(T3),Log2(T10)_Log2(T3),Log2(T11)_Log2(T3),Log2(T12)_Log2(T3),Log2(T13)_Log2(T3),Log2(T14)_Log2(T3),Log2(T15)_Log2(T3),Log2(T16)_Log2(T3),Log2(T17)_Log2(T3),Log2(T18)_Log2(T3),Log2(T19)_Log2(T3),Log2(T20)_Log2(T3),Log2(T21)_Log2(T3),Log2(T22)_Log2(T3),Log2(T23)_Log2(T3),Log2(T24)_Log2(T3),Log2(T25)_Log2(T3),Log2(T26)_Log2(T3),Log2(T27)_Log2(T3),Log2(T28)_Log2(T3),Log2(T29)_Log2(T3),Log2(T30)_Log2(T3),Log2(T31)_Log2(T3),Log2(T32)_Log2(T3),Log2(T33)_Log2(T3),Log2(T34)_Log2(T3),Log2(T35)_Log2(T3)
10007114,University of the Highlands and Islands,61,C,23,Education,,,,Outputs,9.64,,605,9.5,9.5,38.1,42.9,0,1.856,10007114,0.021038017,0.032226752,0.133297119,0.001917252,0.003141434,0.022663146,0.030515564,0.001924365,0.008048788,0.004482981,5.6066E-06,0.000611081,0.143072048,0.079388989,7.58522E-05,0.000628572,0.032875895,0.043685716,4.22558E-05,0.004369145,0.001599629,0.007273368,0.007988459,0.027934032,0.002430507,0.055354782,0.090743188,0.02036849,0.00186361,0.106705257,0.003006268,0.086526556,0.01828163,0.005288275,0.000625375,-2.663574987,-2.048314878,-6.119461702,-5.407078703,-2.556225537,-2.127028427,-6.114119383,-4.049730149,-4.894043426,-14.53715977,-7.769067382,0.102096241,-0.747634772,-10.7791661,-7.728352453,-2.019543542,-1.609412041,-11.62320835,-4.931150927,-6.380764344,-4.195878155,-4.060584532,-2.254549881,-5.777244359,-1.267865746,-0.554784344,-2.710234672,-6.160401693,-0.321014345,-5.470528362,-0.623430717,-2.866179019,-4.655704709,-7.735708962
10007137,The University of Chichester,31,C,23,Education,,,,Outputs,10.4,,30,0,34.6,26.9,30.8,7.7,1.884,10007137,0.004964234,0.011196184,0.104256018,0.002370881,0.009641463,0.003296197,0.022462415,0.038700379,0.008068659,0.028346426,0.000558265,0.000550373,0.050420306,0.053137476,0.000849528,0.038599901,0.035336453,0.00391037,0.000493115,0.0248552,0.060064741,0.002036286,0.010586832,0.049913342,0.008425588,0.028951097,0.0713757,0.00079576,0.018493571,0.074657925,0.044804758,0.163117764,0.003091231,0.021047895,0.000623669,-4.392415609,-3.219051613,-5.458563565,-3.434734738,-4.983184483,-2.214545723,-1.429711066,-3.691657926,-1.878891935,-7.544963913,-7.565504887,-1.04805388,-0.972329066,-6.939252939,-1.433461611,-1.560901546,-4.736681852,-7.723991693,-2.068511024,-0.795540414,-5.678046342,-3.29978787,-1.062633267,-3.62920944,-1.84844075,-0.546625776,-7.033581971,-2.49503496,-0.481763342,-1.218406806,0.645783239,-5.075805617,-2.308382834,-7.385134541
10007138,"University of Northampton, The",94,C,23,Education,,,,Outputs,15.8,,100,13.9,22.2,38.9,22.2,2.8,2.222,10007138,0.011102016,0.014630592,0.065368245,0.007891812,0.003639147,0.002108742,0.001923426,0.014949542,0.033791488,0.001353826,0.008751322,0.000492735,0.027287518,0.047878379,0.007965157,0.113981997,0.022326255,0.040039356,0.044020286,0.018311302,0.010368471,0.008658317,0.038886866,0.008396777,0.039574163,0.056125593,0.036097307,0.005371904,0.083987942,0.071479791,0.001983271,0.146046047,0.003675254,0.001297874,0.000237281,-2.557768231,-2.159601793,-3.050161459,-4.166917826,-4.95413571,-5.086839464,-2.128488642,-0.95193008,-5.593476132,-2.901017112,-7.051633209,-1.260348804,-0.449215654,-3.03681534,0.802144117,-1.549848665,-0.707171188,-0.570421424,-1.835855596,-2.656386851,-2.916431369,-0.749306986,-2.960682375,-0.724031108,-0.219931174,-0.856698752,-3.605084672,0.36159226,0.128945455,-5.04263594,1.15976145,-4.152673944,-5.65436803,-8.10585283
10007139,University of Worcester,156,C,23,Education,,,,Outputs,16.75,,30,12.2,21.9,39.1,19.5,7.3,2.122,10007139,0.024092238,0.064924002,0.073309369,0.014290525,0.011036911,0.015516175,0.002033163,0.00735413,0.010727639,0.005041154,0.005804859,0.003549348,0.044604914,0.046637127,0.089049036,0.035952886,0.021144532,0.030366888,0.003690343,0.01152159,0.002077188,0.004850205,0.033726702,0.012261031,0.018559695,0.040833862,0.061191439,0.009386118,0.013753603,0.106197051,0.004426639,0.150158454,0.004683101,0.002414625,0.014833461,-1.605429192,-0.175245668,-2.358938689,-2.731661102,-2.24022463,-5.172199866,-3.317371071,-2.772664964,-3.862171543,-3.658664706,-4.368371747,-0.716794951,-0.652518693,0.28060239,-1.027890033,-1.793712972,-1.271498508,-4.31217067,-2.669657747,-5.141293996,-3.917880002,-1.12010637,-2.579917281,-1.98182457,-0.844231577,-0.260667771,-2.965397157,-2.414188039,0.534674205,-4.049713998,1.034416197,-3.968461617,-4.924126641,-2.305142379
10007140,Birmingham City University,15,C,23,Education,,,,Outputs,14.7,,15,2.7,35.1,46,16.2,0,2.243,10007140,0.017241691,0.053880051,0.071880893,0.011312943,0.000990068,0.000511523,0.000402573,0.019864433,0.002331185,0.000597786,0.00164524,0.003159596,0.018392533,0.099266833,0.010648776,0.056737277,0.034522401,0.035621208,0.005872835,0.02294821,0.003537427,0.005784423,0.018115188,0.001903111,0.009954935,0.126965816,0.079841492,0.016371455,0.019343051,0.093265773,0.000430345,0.141572682,0.001559725,0.001148734,0.01237779,-2.059707032,-0.41585713,-2.667634039,-6.181936551,-7.134666747,-7.480213067,-1.85542076,-4.946473089,-6.909835156,-5.449238106,-4.507796287,-1.966488193,0.465703428,-2.754920713,-0.341311426,-1.058075528,-1.012871904,-3.613479406,-1.647226696,-4.344836269,-3.635363404,-1.988408537,-5.239176999,-2.852124533,0.820759879,0.151530334,-2.134425783,-1.893792991,0.375739394,-7.383969885,0.97786266,-5.526244895,-5.967492337,-2.537854595
10007143,University of Durham,40,C,23,Education,,,,Outputs,35.15,,100,51.8,34.9,12.1,0,1.2,3.361,10007143,0.00410363,0.03243581,0.12280105,0.006252381,0.037946066,0.005300519,0.034012518,0.00609993,0.024337053,0.028185836,0.001712636,0.004084068,0.008853077,0.039242812,0.00273501,0.016970084,0.023797203,0.013789971,0.012999613,0.011649866,0.006366746,0.095812078,0.141096259,0.049258838,0.015373635,0.025103339,0.022059816,0.007590879,0.000577138,0.022371531,0.012022207,0.039609621,0.055913438,0.043439348,0.026095997,-4.903278296,-1.920663542,-4.295773368,-1.694300667,-4.534045471,-1.852185161,-4.33138641,-2.335096515,-2.123280633,-6.16396039,-4.910172052,-3.794000069,-1.645822582,-5.488633174,-2.855257266,-2.367458978,-3.154631527,-3.239782305,-3.397937664,-4.269622865,-0.358043456,0.200356843,-1.317868401,-2.997792622,-2.290371743,-2.47683026,-4.015912157,-7.733190342,-2.456587019,-3.352549192,-1.632400099,-1.135055938,-1.499248523,-2.23442249
10007144,University of East London,42,C,23,Education,,,,Outputs,14,,20,5.7,37.2,45.7,11.4,0,2.372,10007144,0.01252191,0.058676267,0.057205283,0.063593818,0.023594498,0.001694571,0.001322991,0.013708126,0.013739235,0.006966801,0.012441176,0.001377288,0.03242841,0.089833271,0.034834557,0.038043461,0.013589606,0.041449076,0.025974871,0.024045134,0.007840015,0.010082529,0.028383026,0.006031993,0.031000949,0.094490667,0.024696184,0.015141753,0.029033558,0.064178613,0.004741478,0.089026131,0.004458335,0.006915745,0.016938678,-2.191693768,0.036628719,0.152738145,-1.277697938,-5.077156606,-5.434273028,-2.061117041,-2.057846744,-3.03758015,-2.201025495,-5.376246694,-0.818890084,0.651101478,-0.715629161,-0.588499886,-2.073644772,-0.464808445,-1.139031795,-1.250403439,-2.867220124,-2.504290764,-1.011119961,-3.245441842,-0.88383601,0.724023451,-1.211860274,-1.91761615,-0.978426996,0.165944236,-3.592739696,0.638080477,-3.681571307,-3.048191892,-1.755827104
10007145,University of Gloucestershire,52,C,23,Education,,,,Outputs,8,,100,15,35,40,10,0,2.55,10007145,0.02136772,0.036578066,0.098098347,0.028970111,0.000864942,0.00039973,0.000253994,0.002128926,0.016246893,0.01087883,0.001758777,0.004578989,0.005441758,0.050804185,0.00160428,0.016807449,0.077186651,0.013629454,0.000423688,0.016852385,0.038300413,0.022844922,0.043918871,0.049704012,0.037299868,0.046908232,0.040124719,0.019485992,0.013027174,0.092053781,0.002929307,0.183935436,1.13356E-05,0.00134757,0.003233194,-2.198795886,-1.423250038,-1.759663603,-6.825481111,-7.939058697,-8.593289636,-5.526031181,-2.594064976,-3.172705393,-5.801584595,-4.421127762,-4.172084228,-0.94928149,-5.934230586,-2.545128058,-0.345877462,-2.847501089,-7.855084108,-2.54127603,-1.356868864,-2.102355323,-1.159387868,-0.980866532,-1.395058313,-1.06438769,-1.289737548,-2.331791451,-2.91270467,-0.091751843,-5.065597647,0.906898715,-13.07915037,-6.185796963,-4.923196783
10007147,University of Hertfordshire,60,C,23,Education,,,,Outputs,14.7,,25,5.4,27,56.8,10.8,0,2.27,10007147,0.028821188,0.049824666,0.125383177,0.001370941,0.005252714,0.003978672,0.004744264,0.02240253,0.008516223,0.003253079,0.013266715,0.020789864,0.065544234,0.035777858,0.001171132,0.016180528,0.08074791,0.024403144,0.000132876,0.015717371,0.010797181,0.006216748,0.023452842,0.006822762,0.001433494,0.050517484,0.063805549,0.004045753,0.000752616,0.14678951,0.009138378,0.12535188,0.001076293,0.018017051,0.004503377,-2.121142085,-1.331411762,-6.515033852,-4.57713684,-4.977913105,-4.724015828,-2.484610235,-3.879986195,-5.26839406,-3.240460742,-2.592391596,-0.935803009,-1.809204857,-6.742296646,-2.95401318,-0.634846969,-2.361204837,-9.882051858,-2.995912003,-3.537617225,-4.334039994,-2.418509122,-4.199844154,-6.450664081,-1.311489086,-0.97458999,-4.953791828,-7.380214088,0.227405082,-3.778261929,-0.000360163,-6.864129082,-2.798908961,-4.799192885
10007148,The University of Huddersfield,62,C,23,Education,,,,Outputs,24.7,,45,16.1,45.2,33.9,3.2,1.6,2.71,10007148,0.003223667,0.049214037,0.032738523,0.040939014,0.00049531,0.001997051,0.000421924,0.017618445,0.008290554,0.004792975,0.000470142,0.004328409,0.009790768,0.111915955,0.059279148,0.028219729,0.014859277,0.049252165,6.88552E-05,0.017134985,0.002510818,0.006249707,0.011537073,0.002573072,0.067996374,0.080298146,0.044962315,0.08039123,0.002585451,0.065636506,0.000336402,0.173587505,0.00172393,0.000885631,0.003674914,-3.344214771,0.58808064,0.322487151,-6.046515239,-4.03504647,-6.277863935,-0.893902609,-1.981448864,-2.771995918,-6.121749763,-2.919080342,-1.741495355,1.7733546,0.856535498,-0.21428509,-1.139625347,0.589197921,-8.893206977,-0.934044331,-3.7047599,-2.389128677,-1.50471195,-3.669425659,1.054468601,1.294377454,0.457727096,1.296048912,-3.662501479,1.003509222,-6.604661042,2.406601986,-4.247216473,-5.20814032,-3.155206998
10007149,The University of Hull,63,C,23,Education,,,,Outputs,7.5,,100,10.5,47.4,36.8,5.3,0,2.631,10007149,0.013029563,0.081783863,0.081204167,0.000446344,0.003713098,0.000661159,0.003635693,0.018887911,0.021631488,0.00468986,0.003000041,0.000764063,0.077032797,0.041664402,0.029646568,0.031319467,0.021626363,0.017941672,0.000458679,0.009948057,0.003400626,0.014781653,0.057040214,0.039644047,0.006314708,0.056007408,0.039287412,0.005299186,0.028038424,0.075271526,0.033099599,0.117401466,0.006685124,0.047912673,0.00673068,-2.63976501,0.010262452,-7.507255252,-4.450858595,-6.940413588,-4.481251502,-2.104090596,-1.908420868,-4.113936939,-4.758499479,-6.731717878,-0.076080949,-0.962738487,-1.453688652,-1.374494089,-1.908762726,-2.178239396,-7.467926619,-3.029067014,-4.577681507,-2.45774619,-0.509574356,-1.034449505,-3.684765896,-0.535936085,-1.047486604,-3.937710999,-1.534148502,-0.109449527,-1.294740026,0.531824758,-3.60252762,-0.761146443,-3.592729533
10007150,The University of Kent,68,C,23,Education,,,,Outputs,5,,100,30,40,20,10,0,2.9,10007150,0.007391118,0.042346129,0.114846803,0.079727941,0.006405872,0.000138213,0.006907348,1.36964E-05,0.021910608,0.021003042,0.002143068,0.004917202,0.005359193,0.051144786,0.011807153,0.000025472,0.019355125,0.017635134,6.1657E-06,0.033879418,0.000387418,0.00490543,0.000474789,0.146680487,0.000313836,0.016414156,0.110791153,0.005607101,0.013951062,0.035618767,0.059883562,0.153334124,1.14833E-05,0.003721481,0.000941662,-3.95777433,-1.439408688,-0.526553385,-4.164171818,-9.698601895,-4.055434958,-13.03362347,-2.390009247,-2.45104047,-5.743888958,-4.545729246,-4.421551095,-1.167051635,-3.281977601,-12.13850835,-2.568923164,-2.703186232,-14.18507915,-1.761229702,-8.2116032,-4.549187378,-7.918208868,0.352966261,-8.515485641,-2.806698206,-0.051868012,-4.356311892,-3.041263882,-1.689001203,-0.939478743,0.416968102,-13.28788945,-4.947689905,-6.930285385
10007151,University of Lincoln,77,C,23,Education,,,,Outputs,5,,100,23.1,46.1,15.4,7.7,7.7,2.692,10007151,0.002199742,0.121824578,0.081081163,0.009968906,0.000462956,0.004394256,0.049881807,0.001212842,0.041179437,0.00502116,0.006524071,8.0156E-06,0.01208936,0.015850276,0.00524274,0.000284278,0.038941965,0.025350723,0.001049418,0.018456782,0.000554809,0.0065417,0.026539097,0.152859437,0.00237501,0.093408224,0.084269318,0.003448834,2.22382E-05,0.079977841,0.041691982,0.062881368,0.002591857,0.000353958,0.001459852,-5.203960416,0.587366537,-3.023859705,-7.452346559,-4.205675821,-0.700853052,-6.062903488,-0.977442681,-4.013274327,-3.635522428,-13.30426923,-2.745628941,-2.35485885,-3.950973929,-8.155922803,-1.058041103,-1.677339883,-6.271705422,-2.135215783,-7.191231949,-3.631629187,-1.611247502,0.914766928,-5.093361426,0.204182794,0.055640667,-4.555186345,-11.83210948,-0.019766443,-0.959596845,-0.366734178,-4.96730857,-7.83964653,-5.795473052
10007152,University of Bedfordshire,12,C,23,Education,,,,Outputs,9.1,,20,21.7,39.2,30.4,8.7,0,2.739,10007152,0.020395348,0.155475828,0.065052148,0.016691887,0.002698333,0.000295968,0.005434114,0.011953449,0.00167656,0.01401258,0.00064568,0.005341924,0.039690109,0.062922596,0.025672497,0.001016708,0.010640747,0.049471188,0.004086116,0.021886624,0.000114975,0.009573722,0.040963481,0.014758971,0.016601187,0.046640061,0.042876663,0.006386643,0.002821565,0.179038649,0.012004646,0.10019672,0.001636642,0.008676094,0.002649578,-1.673356548,1.257021709,-1.962449615,-4.591456163,-7.780009579,-3.581480044,-2.444169722,-5.278020897,-2.21487404,-6.654634764,-3.606165281,-0.71281717,-0.048018504,-1.341373081,-5.999619389,-2.611997264,-0.395008155,-3.992794636,-1.571547252,-9.144134086,-2.764444927,-0.667258384,-2.140004567,-1.970310304,-0.480027029,-0.601404066,-3.348467007,-4.527028983,1.460602464,-2.438003838,0.623166687,-5.312786072,-2.90647904,-4.617762205
10007154,"University of Nottingham, The",98,C,23,Education,,,,Outputs,33.1,,100,51.8,31.3,13.3,3.6,0,3.313,10007154,0.012331165,0.053552695,0.07286261,0.011327106,0.004048052,0.002339802,0.042454034,0.009747193,0.038331697,0.01566526,0.001580655,0.003581301,0.016129858,0.11442103,0.020217076,0.012157953,0.047936032,0.025657465,0.007731863,0.013137513,0.000782551,0.033137028,0.054383817,0.014168786,0.018079806,0.078383207,0.041677112,0.051111903,0.008390657,0.047377886,0.030631365,0.076367247,0.006814221,0.009094122,0.004389937,-2.562869584,-0.444219496,-2.685399401,-4.169879116,-4.960720179,-0.779277007,-2.902119955,-0.926640807,-2.217609946,-5.526584491,-4.346623155,-2.17544493,0.651101664,-1.849604304,-2.583278298,-0.604068187,-1.505800049,-3.236290621,-2.471486462,-6.540850716,-1.136734456,-0.422001255,-2.362462489,-2.010799509,0.105365941,-0.805923348,-0.511519372,-3.118322946,-0.620964854,-1.250169005,0.067775341,-3.418558105,-3.002172441,-4.052906678
10007157,The University of Sheffield,123,C,23,Education,,,,Outputs,27.7,,100,32.3,45.1,19.4,3.2,0,3.065,10007157,0.030936445,0.092997019,0.043004493,0.006975828,0.004172209,0.009582966,0.00020089,0.013064018,0.014586481,0.006205304,0.007256351,0.019531629,0.026376125,0.09475907,0.034130033,0.09032905,0.010099228,0.096914726,0.009721559,0.017488129,0.002000377,0.00802463,0.011045521,0.000485829,0.027444533,0.063120163,0.021201574,0.006508045,0.026722006,0.028338087,0.005419417,0.075396841,0.007401617,0.057180927,0.031378882,-0.475179974,1.112697075,-2.624050968,-3.365604039,-2.165943272,-7.741934935,-1.718888678,-1.559855475,-2.792913669,-2.567171293,-1.138675086,-0.705254779,1.139776649,-0.333445569,1.07070264,-2.090242317,1.17222851,-2.145227862,-1.298111418,-4.426143529,-2.421980653,-1.961025942,-6.467896201,-0.647968627,0.553613531,-1.020316036,-2.724191311,-0.686459056,-0.601745008,-2.988277776,0.810016695,-2.538574971,0.411046612,-0.454693459
10007158,University of Southampton,127,C,23,Education,,,,Outputs,22.4,,100,32.1,50,16.1,1.8,0,3.124,10007158,0.030169123,0.034376002,0.103349604,0.000407811,0.014336704,0.002896964,0.075391275,0.008108265,0.01212655,0.017956813,0.00014602,0.000389289,0.014797751,0.044566564,0.011373008,0.02124391,0.043505216,0.009886259,0.017022565,0.020404459,0.005007065,0.068411225,0.048022827,0.013460443,0.010673865,0.02866165,0.055003185,0.036631442,0.026290976,0.082628349,0.029447782,0.094762897,0.00341215,0.012876213,0.002255778,-1.776388212,-1.588059203,-7.985417024,-2.84974756,-5.156847137,-0.455063392,-3.671995792,-3.091291797,-2.524929666,-9.467151876,-8.052475736,-2.804083061,-1.21349922,-3.183847089,-2.282411611,-1.248272577,-3.3859644,-2.602012518,-2.340576489,-4.36742385,-0.595227897,-1.105740613,-2.940735076,-3.275378242,-1.85033929,-0.909945785,-1.496378469,-1.974893244,-0.322824109,-1.811301987,-0.125138655,-4.920707822,-3.00475266,-5.517763747
10007159,University of Sunderland,138,C,23,Education,,,,Outputs,8.7,,15,0,27.3,22.7,45.5,4.5,1.728,10007159,0.00084583,0.011655247,0.202515345,0.001558018,0.000758403,0.088325365,0.000431167,1.75157E-05,0.003052213,0.034555379,0.012814507,0.000334878,0.015141776,0.026840274,0.001075222,0.010354577,0.040739109,0.002023915,0.006579314,6.28434E-05,0.002211794,0.040538241,0.02235468,0.045379902,0.050573237,0.011868493,0.113684021,0.003857605,0.028109041,0.076847511,0.003336095,0.129588599,0.002249893,0.007323591,0.002396402,-7.903448432,-4.118979801,-7.022175301,-8.06085084,-1.19713152,-8.875569112,-13.49709211,-6.052031573,-2.551049035,-3.982181298,-9.240181419,-3.741424873,-2.9155599,-7.557252616,-4.289690753,-2.313544905,-6.644738795,-4.943950313,-11.6539815,-6.516670561,-2.320675823,-3.179382431,-2.157905842,-2.001585209,-4.092822531,-0.833001736,-5.714182027,-2.848925107,-1.397960787,-5.92372703,-0.644092423,-6.492030866,-4.789336263,-6.401017306
10007160,The University of Surrey,139,C,23,Education,,,,Outputs,13.8,,100,42.9,42.8,10.7,3.6,0,3.25,10007160,0.016334969,0.008011717,0.105571234,0.000497607,0.04710733,0.002000192,0.009215891,0.004883513,0.000648347,0.123847065,0.000334384,0.008473554,0.010834667,0.027935143,0.000620746,0.017159134,0.012881484,0.007907503,0.032421419,0.024812609,0.000256641,0.06519728,0.03383183,0.098004966,0.008536867,0.001339641,0.059115966,0.000863419,0.002976608,0.041891451,0.016349502,0.065326229,0.010076343,0.02897853,0.10575622,-2.692181157,-3.719961475,-7.728994932,-1.164193297,-5.721934258,-3.517949347,-4.434153691,-7.347234744,0.230342905,-8.302496077,-3.639105784,-3.284490092,-1.918063673,-7.409998709,-2.621168118,-3.034846044,-3.738850816,-1.703197646,-2.089071431,-8.684250611,-0.695333096,-1.641763655,-0.107290025,-3.628366227,-6.300226911,-0.836597043,-6.933939711,-5.148403843,-1.333489004,-2.690898172,-0.692482511,-3.389172678,-1.865160448,0.002525742
10007163,The University of Warwick,149,C,23,Education,,,,Outputs,43.63,,100,40.4,30.2,26.6,1.9,0.9,3.073,10007163,0.016018719,0.047589511,0.062779434,0.018631168,0.00719362,0.007941763,0.001477408,0.012215773,0.011003884,0.066657285,0.003297561,0.04328997,0.007007443,0.031533569,0.070806248,0.033917559,0.015116379,0.008424107,0.11209098,0.013419063,0.001760516,0.059235763,0.068365425,0.023885805,0.027452543,0.033119948,0.024047664,0.013473193,0.005321277,0.017421614,0.008105254,0.058744101,0.028688021,0.021539752,0.018427681,-1.970533227,-0.399648381,-1.752573902,-3.125502154,-2.982760761,-5.409151439,-2.361546856,-2.512279252,0.08647054,-4.250820944,-0.536259234,-3.163332088,-0.993403569,0.173584654,-0.888259681,-2.054179451,-2.897696353,0.836306263,-2.226008057,-5.156221659,-0.083823577,0.122974864,-1.394138532,-1.193352215,-0.922591628,-1.384395243,-2.220200215,-3.560447614,-1.849413747,-2.953362705,-0.095848032,-1.129843568,-1.543290411,-1.768417471
10007164,"University of the West of England, Bristol",151,C,23,Education,,,,Outputs,7,,10,38.9,33.3,16.7,11.1,0,3,10007164,0.00410448,0.022187854,0.057446389,0.00012866,0.000945475,0.002507282,0.000137278,0.00712683,0.003598219,0.019282418,1.56247E-05,0.009047335,0.035877099,0.116752706,0.00083676,0.004362059,0.002123041,0.001784244,0.025440523,0.019225012,0.002815683,0.058143099,0.030268449,0.03041615,0.017383257,0.01524582,0.147934002,0.089225837,0.000520744,0.007190654,0.026660598,0.08549843,0.008371426,0.002666384,0.14473018,-3.806944979,-1.372446101,-8.802511894,-5.925033052,-4.518019882,-8.708970877,-3.010883717,-3.99686138,-1.574930245,-11.8441744,-2.666651388,-0.679152983,1.023167877,-6.101257859,-3.719135114,-4.758012179,-5.008831628,-1.175087855,-1.579231678,-4.350659623,0.017391764,-0.924401474,-0.917378658,-1.724517757,-1.913802501,1.36466557,0.635245322,-6.78549865,-2.998021356,-1.107507062,0.573681719,-2.778670874,-4.429259907,1.333077683
10007166,University of Wolverhampton,155,C,23,Education,,,,Outputs,24.6,,25,8.1,33.8,35.5,22.6,0,2.274,10007166,0.015271328,0.061899822,0.065053005,0.005261696,0.000163823,0.006659113,0.002019124,0.002325916,0.022748585,0.010109619,0.000360638,0.004873138,0.068822373,0.066842844,0.00713839,0.012995034,0.033901786,0.03280636,0.001263554,0.016463359,0.006010228,0.007873359,0.037206216,0.006549635,0.024324131,0.09846745,0.103555369,0.041556954,0.013059285,0.072316208,0.003341719,0.142177008,0.001150845,0.001854313,0.003577774,-2.090790167,-0.071680427,-3.628016022,-8.633336334,-3.28821373,-5.00981455,-4.805744954,-1.5158389,-2.685887111,-7.494920168,-3.738692745,0.08126195,0.039157412,-3.187945074,-2.323655265,-0.940254436,-0.987640158,-5.686056031,-1.982357009,-3.436124064,-3.046564519,-0.806072025,-3.312129307,-1.419227422,0.5980312,0.670714756,-0.646525779,-2.316539833,0.152703329,-4.282953503,1.12800058,-5.820849718,-5.132658813,-4.184481432
10007167,University of York,157,C,23,Education,,,,Outputs,30.6,,100,50,40.3,5.5,2.8,1.4,3.347,10007167,0.011543164,0.011453992,0.083677377,0.00442417,0.030577126,0.011701168,0.008722865,0.006960275,0.010095877,0.119850563,0.000491466,0.081574824,0.005864903,0.015405128,0.005497465,0.008509447,0.003583749,0.002974479,0.013923634,0.017609139,0.002318513,0.064255314,0.045335476,0.040351661,0.011430136,0.009498438,0.024788951,0.012918853,0.00344264,0.044382667,0.023379932,0.045271945,0.022796937,0.141622474,0.053765251,-2.857798855,-2.868987113,-4.241358917,-1.452384841,-2.83818514,-3.261963603,-3.58762149,-3.051071394,0.518327151,-7.411601417,-0.036713661,-3.834658368,-2.441426928,-3.92799915,-3.297700278,-4.545296266,-4.81412861,-2.587301834,-2.248513267,-5.173565655,-0.381021863,-0.884197204,-1.052209568,-2.871995102,-3.139075448,-1.755140416,-2.695359663,-4.603250265,-0.914841268,-1.839566878,-0.886220329,-1.875997638,0.759140683,-0.638163588
10007713,York St John University,158,C,23,Education,,,,Outputs,10.5,,30,26.9,46.2,23.1,3.8,0,2.962,10007713,0.014766584,0.151018174,0.040249291,0.000919865,0.001454067,0.004360411,0.00051455,0.003358709,0.005119442,0.001225424,0.001540752,8.81183E-05,0.002950172,0.081985739,0.044471183,0.024727655,0.018039158,0.043271029,0.073617577,0.013790184,0.000178505,0.009294309,0.03487857,0.006467771,0.026143871,0.100668943,0.05644731,0.009541729,0.010169421,0.071855238,0.002005494,0.141628809,0.000860462,0.000915851,0.001475633,-1.446627228,1.907686889,-5.451396993,-4.790798098,-3.206427315,-6.289507354,-3.582984687,-2.97490498,-5.037610124,-4.707257326,-8.835305565,-3.770092284,1.026409601,0.143907395,-0.702837951,-1.157831403,0.104438035,0.871086881,-1.545321724,-7.81685568,-2.114543883,-0.206622511,-2.637622859,-0.622490596,1.322583378,0.487941445,-2.076640804,-1.984725791,0.836129948,-4.326933885,1.81507947,-5.547708498,-5.457707429,-4.769557236
10007762,Glasgow Caledonian University,50,C,23,Education,,,,Outputs,5.1,,25,0,38.5,53.8,7.7,0,2.308,10007762,0.020976512,0.003853955,0.140969469,0.006457116,0.000106959,0.036454813,0.000427862,0.000200354,0.006216859,0.000598737,0.006453293,0.001256854,0.14835224,0.022313617,0.000141054,5.24732E-05,0.073008025,0.000049151,4.59384E-05,0.039328944,0.002212869,0.001161932,0.0078047,0.160112535,0.003721191,0.001320629,0.073016784,0.010646041,0.001344338,0.092560671,0.000479936,0.135839819,0.001139877,0.001278756,0.000095698,-2.748536051,-5.192899349,-4.448349105,-10.36410638,-1.951201543,-8.364023001,-9.458617141,-4.50305307,-7.87924417,-4.449203465,-6.809421593,0.073643974,-2.65938644,-9.964921114,-11.39151519,-0.94925578,-11.48587504,-11.58339442,-1.841719395,-5.993320811,-6.92271386,-4.174895793,0.183703523,-5.243474571,-6.738013415,-0.9490827,-3.726993755,-6.712343467,-0.606911508,-8.198323759,-0.053476293,-6.950361315,-6.784498383,-10.52460624
