Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE of submitted staff,Total FTE of submitted staff for joint submission,% of eligible staff submitted,4*,3*,2*,1*,Unclassified,OutputsGPA,UKPRN,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,Log2(T1)_Log2(T3),Log2(T2)_Log2(T3),Log2(T4)_Log2(T3),Log2(T5)_Log2(T3),Log2(T6)_Log2(T3),Log2(T7)_Log2(T3),Log2(T8)_Log2(T3),Log2(T9)_Log2(T3),Log2(T10)_Log2(T3),Log2(T11)_Log2(T3),Log2(T12)_Log2(T3),Log2(T13)_Log2(T3),Log2(T14)_Log2(T3),Log2(T15)_Log2(T3),Log2(T16)_Log2(T3),Log2(T17)_Log2(T3),Log2(T18)_Log2(T3),Log2(T19)_Log2(T3),Log2(T20)_Log2(T3),Log2(T21)_Log2(T3),Log2(T22)_Log2(T3),Log2(T23)_Log2(T3),Log2(T24)_Log2(T3),Log2(T25)_Log2(T3),Log2(T26)_Log2(T3),Log2(T27)_Log2(T3),Log2(T28)_Log2(T3),Log2(T29)_Log2(T3),Log2(T30)_Log2(T3),Log2(T31)_Log2(T3),Log2(T32)_Log2(T3),Log2(T33)_Log2(T3),Log2(T34)_Log2(T3),Log2(T35)_Log2(T3)
10007768,The University of Lancaster,71,C,23,Education,,,,Outputs,18.81,,100,46.8,36.2,17,0,0,3.298,10007768,0.007495247,0.037245286,0.120708196,0.00115642,0.000572867,0.001709943,0.003017691,0.069904298,0.02931465,0.001372994,0.005085055,0.009419827,0.076371261,0.07567721,0.004223337,0.005774472,0.048184435,0.018098554,6.0174E-06,0.027666816,0.002396414,0.023501837,0.056465611,0.007566278,0.006951947,0.083098214,0.098422218,0.040398484,0.001499012,0.029156674,0.008244658,0.081826898,0.013562134,0.001897576,0.00200747,-4.009403888,-1.696393904,-6.705713824,-7.719107901,-6.141431414,-5.32193466,-0.788070577,-2.041829915,-6.458054958,-4.569116362,-3.679679332,-0.660421894,-0.673592825,-4.836996303,-4.385690908,-1.324884529,-2.73757727,-14.29203256,-2.125295084,-5.654502639,-2.360678185,-1.096079231,-3.995796043,-4.117962768,-0.538634267,-0.294467703,-1.579150593,-6.331367765,-2.049625577,-3.871920125,-0.560876564,-3.153867562,-5.991222275,-5.910001498
10007773,The Open University,99,C,23,Education,,,,Outputs,105.92,,65,17.1,39.2,35.3,8.4,0,2.65,10007773,0.034643125,0.02417989,0.108863757,0.002176552,0.007994727,0.003524941,0.013819712,0.017735867,0.019094076,0.010331537,0.003261984,0.037439977,0.174081057,0.035284319,0.003541973,0.033779309,0.014663558,0.020193969,0.00186067,0.016040545,0.015601396,0.024547226,0.012599645,0.028996171,0.009154521,0.019008426,0.048261303,0.009259323,0.018474501,0.052602892,0.018508252,0.128303245,0.003562709,0.017170818,0.011438029,-1.651882756,-2.17064417,-5.644335667,-3.767331232,-4.948780893,-2.977724331,-2.617781982,-2.511326695,-3.397396935,-5.060630406,-1.539872272,0.677235494,-1.625424647,-4.941826622,-1.688312018,-2.892216592,-2.430527303,-5.870557894,-2.762728651,-2.802776658,-2.148891817,-3.111068688,-1.908589442,-3.571895534,-2.51781274,-1.173584954,-3.55547326,-2.55891643,-1.049309708,-2.556283198,0.237033926,-4.933405179,-2.66449304,-3.250613391
10007774,University of Oxford,100,C,23,Education,,,,Outputs,55.3,,100,48.6,37.6,11.6,2.2,0,3.326,10007774,0.023866038,0.02700816,0.113061555,0.002231104,0.009023518,0.005845753,0.018711286,0.00213967,0.029218607,0.041107828,0.000960312,0.017387717,0.018334227,0.039222866,0.010269738,0.033282814,0.011225793,0.010320892,0.007107392,0.02117914,0.002800604,0.080800539,0.064085527,0.05530526,0.036528694,0.035076226,0.037854997,0.028107969,0.001401453,0.035111293,0.018148432,0.043732814,0.013672307,0.04088978,0.064979695,-2.244077481,-2.065641208,-5.66320662,-3.647274684,-4.273575719,-2.595127815,-5.723576416,-1.952149116,-1.459623373,-6.879389812,-2.700967996,-2.624497089,-1.52734158,-3.460637136,-1.764259139,-3.332219139,-3.453468815,-3.991644402,-2.416392536,-5.335226432,-0.48467162,-0.819037954,-1.031619835,-1.630006353,-1.68854301,-1.578552779,-2.008057328,-6.334041785,-1.687101431,-2.639191612,-1.370320344,-3.047779851,-1.467296236,-0.799047558
10007776,Roehampton University,110,C,23,Education,,,,Outputs,14.7,,100,42.9,42.8,11.4,2.9,0,3.257,10007776,0.041959995,0.045386497,0.056078794,0.023730559,0.043628193,0.001657982,0.00836756,0.033508755,0.015377047,0.052202296,0.003772772,0.00447676,0.007877935,0.0503255,0.052662181,0.05905219,0.003887328,0.03162368,0.005054361,0.012806481,0.000836309,0.024286068,0.048525748,0.027372803,0.010487865,0.036482278,0.023693298,0.00266464,0.039791196,0.030693548,0.013906374,0.094932346,0.010312428,0.052287787,0.030290447,-0.418440826,-0.305192187,-1.240709252,-0.362194607,-5.079955366,-2.744576349,-0.742917235,-1.866676807,-0.103342046,-3.893758473,-3.64692843,-2.831565855,-0.156165702,-0.090688058,0.074535254,-3.850604457,-0.82645007,-3.471854638,-2.130581208,-6.067275403,-1.207326392,-0.208704856,-1.034712133,-2.418734241,-0.620259518,-1.242976294,-4.395442911,-0.495006047,-0.869519875,-2.011709007,0.759444419,-2.443071341,-0.100981314,-0.888592451
10007783,University of Aberdeen,1,C,23,Education,,,,Outputs,15.8,,100,22.5,30,40,5,2.5,2.65,10007783,0.011722558,0.036715182,0.087869456,0.000947847,0.001986652,0.108376968,0.000617957,0.003065555,0.019198529,0.019589959,0.001615807,0.02504296,0.005749313,0.068212317,0.000613804,0.008838368,0.021774971,0.028724674,0.010343878,0.006826394,0.010613991,0.041954303,0.054854724,0.014259826,0.016241313,0.033000201,0.03528536,0.011455236,0.006586211,0.171506184,0.022935152,0.104699221,0.001618145,0.005853851,0.001303137,-2.906074373,-1.258985016,-6.534563918,-5.466950952,0.302624515,-7.151710846,-4.841141604,-2.194366014,-2.165247419,-5.765035338,-1.810956665,-3.933900392,-0.365329505,-7.161439034,-3.313509825,-2.012690977,-1.613071258,-3.086584562,-3.686166104,-3.049394566,-1.066542992,-0.679745906,-2.623405409,-2.435693507,-1.412886935,-1.316292031,-2.939354618,-3.737841136,0.964826925,-1.937801316,0.252817033,-5.762949148,-3.907903795,-6.075300824
10007784,University College London,146,C,23,Education,,,,Outputs,316.97,,100,39.6,42,15.1,3.3,0,3.179,10007784,0.021234166,0.04051426,0.075244024,0.018288479,0.01627365,0.031617119,0.009758866,0.018078684,0.021451,0.035909201,0.003886313,0.013394714,0.016062013,0.041092201,0.014273288,0.024573022,0.018660604,0.022069313,0.01437599,0.012453013,0.012905999,0.130347717,0.047622525,0.017821409,0.02675688,0.036841606,0.018321013,0.045296977,0.007179955,0.033811295,0.016676017,0.065532534,0.023449195,0.028521486,0.019705473,-1.825189537,-0.893147224,-2.040641921,-2.209039131,-1.250871104,-2.946791522,-2.057287375,-1.810532068,-1.067223448,-4.275103189,-2.489913234,-2.227924335,-0.872712381,-2.398259262,-1.614501736,-2.01158131,-1.769535265,-2.387915676,-2.595082155,-2.543535194,0.792716411,-0.659932882,-2.077965581,-1.491667076,-1.030241033,-2.038077706,-0.732162214,-3.389530363,-1.154071726,-2.173802264,-0.199365686,-1.682038616,-1.399527854,-1.932980626
10007786,University of Bristol,21,C,23,Education,,,,Outputs,42.3,,100,48.9,40.2,7.6,3.3,0,3.347,10007786,0.028722516,0.054556997,0.077878653,0.014582211,0.048214446,0.000350364,0.018699039,0.007803402,0.090702128,0.023488805,0.002946944,0.011365745,0.021868845,0.078778294,0.01027971,0.012743761,0.012643233,0.02912753,0.022092414,0.025676567,0.001690964,0.111906885,0.044284136,0.006649994,0.008705585,0.058187095,0.033256365,0.01130316,0.000911947,0.035930724,0.005356154,0.053776179,0.005348958,0.018583284,0.011586967,-1.439045816,-0.513463683,-2.417018462,-0.691762455,-7.796229105,-2.058263804,-3.319052852,0.219908464,-1.729254587,-4.723936383,-2.776535652,-1.832350922,0.016570241,-2.921428348,-2.611436845,-2.622862467,-1.418844555,-1.817676842,-1.600775601,-5.525309726,0.522998958,-0.814437946,-3.549803099,-3.161214817,-0.420528718,-1.227597441,-2.784501783,-6.41613434,-1.116009931,-3.861958664,-0.534260684,-3.863898141,-2.067222427,-2.748725
10007788,University of Cambridge,25,C,23,Education,,,,Outputs,59.3,,100,42.6,37.8,13.5,4.7,1.4,3.155,10007788,0.048386714,0.05102409,0.085340238,0.012492381,0.027238235,0.003938576,0.025253736,0.00585189,0.061980682,0.097423103,0.002565981,0.006816711,0.013354175,0.051680561,0.013890656,0.029519838,0.014003572,0.028344501,0.015456299,0.016971394,0.002947095,0.086364756,0.036082096,0.017002019,0.014034566,0.038534577,0.014055002,0.013760625,0.007384475,0.054476566,0.00718328,0.048760807,0.010160577,0.026290958,0.01142927,-0.818615166,-0.742047596,-2.772177683,-1.647592887,-4.437480226,-1.756729283,-3.866251691,-0.461407502,0.191037805,-5.055643725,-3.646078407,-2.675935269,-0.723604395,-2.619111365,-1.531541315,-2.607431308,-1.59015728,-2.465031217,-2.330121071,-4.855860571,0.017216558,-1.241942988,-2.327520084,-2.604241691,-1.147072571,-2.602142443,-2.632680124,-3.530658846,-0.64759036,-3.570511504,-0.807504116,-3.070243742,-1.698659441,-2.90049282
10007789,The University of East Anglia,41,C,23,Education,,,,Outputs,15.2,,100,28.9,42.2,23.6,5.3,0,2.947,10007789,0.075219473,0.123287347,0.103181474,0.012061127,0.001076785,0.01920145,0.036782413,0.031751073,0.019824377,0.01419234,0.003457404,0.03403412,0.014529606,0.053691823,0.008133971,0.012522547,0.017985372,0.029633245,0.000690421,0.012822794,0.010165038,0.003406008,0.036830942,0.076547433,0.01536263,0.048865749,0.021154678,0.006680192,0.001403113,0.040218341,0.004257553,0.10049734,0.00502965,0.001273382,0.004228792,-0.456005869,0.256840776,-3.096747382,-6.582309458,-2.425896786,-1.488095918,-1.700306705,-2.379836501,-2.861999551,-4.899351046,-1.600130254,-2.828116521,-0.942409676,-3.665080371,-3.042584026,-2.520288079,-1.799895464,-7.2234917,-3.008401458,-3.343496421,-4.92095846,-1.486193783,-0.430758063,-2.747686822,-1.078288471,-2.286135351,-3.949150675,-6.200409373,-1.35925848,-4.59901553,-0.038026655,-4.358582066,-6.340374863,-4.608794698
10007790,University of Edinburgh,44,C,23,Education,,,,Outputs,68.8,,100,29.7,40.6,22.1,6.4,1.2,2.912,10007790,0.018903492,0.078635662,0.067670399,0.011924226,0.012234201,0.003324563,0.00480198,0.008515557,0.028785997,0.019694794,0.001346772,0.034524075,0.047417475,0.061237906,0.007963553,0.036321506,0.010980873,0.034633377,0.027605825,0.013587889,0.008366629,0.052470255,0.032401891,0.021141754,0.034561914,0.056816666,0.032104734,0.029171833,0.019302514,0.062537834,0.014005817,0.069808781,0.003777449,0.014375246,0.01904656,-1.83987213,0.216658837,-2.504629225,-2.467605047,-4.347288156,-3.816823535,-2.990352071,-1.233157735,-1.780710556,-5.650947321,-0.97092214,-0.513106073,-0.144099947,-3.087040688,-0.897700893,-2.623532146,-0.966361834,-1.293552209,-2.316203609,-3.015806479,-0.367025113,-1.062446876,-1.678429813,-0.969341785,-0.252210716,-1.07573884,-1.213948844,-1.809736176,-0.113795658,-2.272498808,0.044883605,-4.163040723,-2.234938218,-1.828994485
10007792,University of Exeter,47,C,23,Education,,,,Outputs,38.38,,100,28.1,42.7,19.8,9.4,0,2.895,10007792,0.082414155,0.036882763,0.108604277,0.001660462,0.005871816,0.016334883,0.038299761,0.006356631,0.003354182,0.011139489,0.009951164,0.035142237,0.002225807,0.037518426,0.034361339,0.011597994,0.009684263,0.024053062,0.021905721,0.01583797,0.000924441,0.048047631,0.0668442,0.007153282,0.007420041,0.034927324,0.020493878,0.009171009,0.023593836,0.092395262,0.028038703,0.073622933,0.028827832,0.004671905,0.040671323,-0.39811687,-1.558062269,-6.031352524,-4.209130331,-2.73305292,-1.503673634,-4.094674764,-5.016976361,-3.285325941,-3.448071814,-1.627803002,-5.608608572,-1.533409707,-1.660222772,-3.227133722,-3.48729481,-2.174788465,-2.30970135,-2.77762159,-6.876283295,-1.176543731,-0.700206623,-3.924331868,-3.871510053,-1.636652902,-2.405815989,-3.565856585,-2.202598998,-0.233190147,-1.953589423,-0.560853801,-1.913546658,-4.53892614,-1.416997079
10007794,University of Glasgow,49,C,23,Education,,,,Outputs,48.6,,100,37.6,45,15.6,1.8,0,3.184,10007794,0.013496053,0.083825625,0.052413426,0.019882447,0.003192298,0.00641931,0.012206668,0.008445946,0.045330336,0.007855577,0.013362112,0.005462652,0.019783357,0.115994002,0.007163532,0.012144188,0.02958224,0.028935426,0.000131389,0.01125358,0.013358122,0.046907124,0.049300964,0.030500808,0.027459562,0.083471027,0.039466153,0.074671589,0.001824323,0.032594759,0.00565354,0.073719111,0.001552574,0.006391208,0.016248972,-1.957398927,0.677454911,-1.398441066,-4.037268979,-3.0294463,-2.102266983,-2.633605466,-0.209459551,-2.738147211,-1.971788329,-3.262262976,-1.405649159,1.146041888,-2.871193341,-2.10967041,-0.825205124,-0.857099536,-8.639944246,-2.219552353,-1.97221922,-0.160129367,-0.088320567,-0.781088961,-0.932627786,0.671339106,-0.409320516,0.51062301,-4.84450369,-0.685296424,-3.212710056,0.492102258,-5.077202423,-3.035775862,-1.689587982
10007795,The University of Leeds,72,C,23,Education,,,,Outputs,29.1,,95,30.1,38.4,24.7,6.8,0,2.918,10007795,0.05974106,0.023907008,0.100362681,0.003256456,0.010052991,0.025350076,0.026420876,0.002484109,0.012130783,0.008825009,0.003924887,0.123628599,0.031175869,0.035221277,0.001091596,0.015512229,0.003269934,0.013109967,0.021226941,0.018862646,0.004877285,0.046231487,0.025413264,0.029596526,0.027457178,0.017566821,0.023082942,0.002821694,0.002616879,0.052565151,0.021229309,0.071617315,0.011777495,0.042243709,0.081347954,-0.748428171,-2.069717406,-4.945776333,-3.319526284,-1.985160963,-1.925472727,-5.336350412,-3.04847839,-3.507481435,-4.676428,0.300789612,-1.686721257,-1.510703784,-6.522640678,-2.693744979,-4.939817561,-2.936486978,-2.241254562,-2.411618935,-4.363000944,-1.118275235,-1.981569331,-1.761723147,-1.869967633,-2.514297857,-2.120323889,-5.152517756,-5.26123182,-0.933044347,-2.241093631,-0.48684257,-3.091118285,-1.248414516,-0.303044948
10007798,The University of Manchester,88,C,23,Education,,,,Outputs,31.7,,100,41.8,36.7,17.7,3.8,0,3.165,10007798,0.012917733,0.044590798,0.085566583,0.007197831,0.002699724,0.002139151,0.039771263,0.010206926,0.013806634,0.087894174,0.009297031,0.002995751,0.009535457,0.109873184,0.007847043,0.020606391,0.039707269,0.013021668,0.02072958,0.015954913,0.001916884,0.041852269,0.070508792,0.0205623,0.019300778,0.073583542,0.044069514,0.009326362,0.006825134,0.034430271,0.007696957,0.081390402,0.027989385,0.001708067,0.002480239,-2.727694625,-0.940301467,-3.571413293,-4.986163845,-5.321937242,-1.105321106,-3.067499066,-2.631685804,0.03872005,-3.20220545,-4.836057748,-3.165673467,0.360719928,-3.446826444,-2.053955604,-1.107644349,-2.71613327,-2.045356611,-2.423046778,-5.480212339,-1.031741659,-0.279244333,-2.057045818,-2.148388452,-0.217664371,-0.9572665,-3.197661141,-3.648118144,-1.313369971,-3.474687357,-0.07218881,-1.612167719,-5.646611379,-5.108496372
10007799,University of Newcastle upon Tyne,92,C,23,Education,,,,Outputs,16.7,,100,17.1,45.8,34.2,2.9,0,2.771,10007799,0.013182765,0.054036788,0.063566522,0.012629379,0.005593665,0.037085767,0.012655792,0.002724739,0.039752711,0.009821441,0.006379664,0.024892671,0.018149427,0.102267059,0.013712453,0.03536847,0.032669816,0.014774105,0.006758701,0.011260223,0.014959891,0.03982495,0.088653759,0.024971801,0.0344535,0.045180511,0.01686663,0.007897729,0.013305022,0.062330298,0.002491516,0.09485516,0.008293839,0.001654323,0.026978916,-2.269614148,-0.234325248,-2.331483477,-3.506401365,-0.777401554,-2.328469418,-4.544077461,-0.67721392,-2.694260532,-3.316714917,-1.35254612,-1.808343149,0.686002449,-2.212780535,-0.845803367,-0.960308838,-2.105196416,-3.233449179,-2.497031715,-2.087167498,-0.674594615,0.47991465,-1.347967284,-0.883616634,-0.492566562,-1.914095415,-3.008757406,-2.256296273,-0.028333544,-4.673171406,0.577459088,-2.938155235,-5.263954746,-1.236434801
10007800,University of the West of Scotland,152,C,23,Education,,,,Outputs,18.7,,40,19.1,32,31.9,17,0,2.532,10007800,0.046264327,0.088999371,0.072711481,0.008458317,0.079249169,0.003373305,0.007823242,0.002995728,0.014177382,0.003285501,0.00488447,0.009350749,0.015891403,0.037655253,0.023561121,0.019043216,0.015200155,0.030471604,0.001920964,0.017762491,0.003273044,0.009052933,0.021243602,0.016822526,0.013397378,0.061214766,0.043162491,0.010008468,0.005926822,0.085320587,0.015589189,0.092654893,0.005877715,0.112147431,0.001228907,-0.652282982,0.29161196,-3.103740595,0.124212642,-4.429948423,-3.21634474,-4.601204422,-2.358592071,-4.467997888,-3.895909364,-2.959029313,-2.193936714,-0.949332024,-1.62577497,-1.932906038,-2.258097113,-1.254717753,-5.242280672,-2.033349286,-4.47347811,-3.005726025,-1.775154747,-2.111788836,-2.44023252,-0.248303483,-0.752405048,-2.860961975,-3.616852439,0.23071072,-2.221637278,0.349683998,-3.628855832,0.625141491,-5.88673574
10007801,University of Plymouth,102,C,23,Education,,,,Outputs,25.1,,100,22.2,39.7,19.1,14.2,4.8,2.603,10007801,0.006479473,0.035241392,0.127279108,0.000344647,0.003832792,0.13646075,0.013373185,0.002724365,0.004815655,0.007986395,0.011820603,0.000689088,0.009953937,0.056264695,0.001431781,0.048271358,0.03571317,0.037599634,0.005206824,0.015301121,0.007916717,0.020254527,0.040962164,0.014513545,0.006134816,0.077241821,0.051215283,0.009648516,0.009083793,0.052689672,0.003671665,0.124911467,0.006582759,0.011736042,0.002647244,-4.295975445,-1.852652815,-8.528662302,-5.053455991,0.100490428,-3.250580615,-5.545931875,-4.724119736,-3.99430747,-3.428620083,-7.529092728,-3.676584601,-1.177693774,-6.474041391,-1.398756311,-1.833467518,-1.759205111,-4.611448134,-3.056286384,-4.006949469,-2.651679365,-1.635631774,-3.132523816,-4.374831784,-0.720541541,-1.313349332,-3.721544817,-3.808557056,-1.272403533,-5.115417429,-0.027089704,-4.273159481,-3.438977756,-5.587360808
10007802,The University of Reading,108,C,23,Education,,,,Outputs,12.6,,100,46.4,25,25,3.6,0,3.142,10007802,0.005326728,0.011114122,0.054852774,0.00212957,0.019741265,0.000394956,0.005669207,0.0205905,0.002784927,0.002057517,0.000844483,0.100490313,0.002392474,0.043375705,0.003954058,0.012924876,0.029102191,0.002203506,0.00059427,0.010612365,0.001607005,0.029712592,0.073170974,0.019514499,0.001683764,0.018326626,0.020616588,0.006982675,0.004982354,0.020849293,0.031652268,0.060282273,0.003239421,0.143280117,0.232943749,-3.364243142,-2.303170627,-4.686930889,-1.474350126,-7.117728105,-3.274345755,-1.413585703,-4.299853443,-4.736588586,-6.021352992,0.873419942,-4.518989569,-0.338677391,-3.794158497,-2.085414164,-0.914436823,-4.637692027,-6.528302054,-2.369818368,-5.093118423,-0.884490106,0.415706868,-1.491018165,-5.025803007,-1.581623404,-1.411759035,-2.973712923,-3.460665138,-1.395566123,-0.793255723,0.136169234,-4.08175676,1.385201924,2.086345123
10007804,University of Stirling,134,C,23,Education,,,,Outputs,23.2,,100,34.5,29.3,22.4,10.4,3.4,2.811,10007804,0.076418152,0.076251605,0.083141708,0.015287824,0.001680174,0.002480096,0.007245834,0.007255386,0.007719431,0.000442203,5.34998E-05,0.052364105,0.046216859,0.073173387,0.019851769,0.010483251,0.026880509,0.088863356,0.009591868,0.010559555,0.012591032,0.013822323,0.037045634,0.003732491,0.009042799,0.090095361,0.015504456,0.00752876,0.006637768,0.076636015,0.005090198,0.09834582,0.002762188,0.001318801,0.003885785,-0.121657014,-0.124804689,-2.443189354,-5.628889896,-5.067104836,-3.52034877,-3.518448108,-3.429006054,-7.554719844,-10.60182407,-0.666994201,-0.847153189,-0.184253346,-2.06630484,-2.987486248,-1.629011928,0.096016239,-3.115688657,-2.977023361,-2.723175817,-2.588572282,-1.166268866,-4.477361814,-3.20073107,0.11588044,-2.422889531,-3.465088266,-3.646802295,-0.117549855,-4.029778616,0.242291341,-4.911688871,-5.97827367,-4.419294547
10007805,University of Strathclyde,136,C,23,Education,,,,Outputs,34,,100,14.1,34.1,44.7,5.9,1.2,2.54,10007805,0.011507939,0.094244976,0.051835686,0.013207572,0.014724176,0.002455652,0.001650979,0.031046864,0.011695488,0.03295412,0.004971531,0.02338408,0.024351717,0.069466051,0.011262604,0.044411489,0.012279957,0.040036762,0.029567923,0.01485642,0.029287691,0.032408152,0.025479663,0.03775553,0.029643676,0.029434224,0.017095214,0.019070836,0.028810846,0.082937377,0.002489495,0.105195352,0.003687184,0.006458894,0.01033388,-2.171316196,0.862470042,-1.972580367,-1.815758748,-4.399767574,-4.972551855,-0.739498106,-2.147993596,-0.65348683,-3.382183563,-1.148418994,-1.089922198,0.422362417,-2.20240524,-0.223012729,-2.07764013,-0.372620378,-0.809912782,-1.802859123,-0.823651189,-0.677588909,-1.024599499,-0.4572577,-0.806221322,-0.816451072,-1.600353153,-1.442577547,-0.84733365,0.678076751,-4.380020426,1.021053396,-3.813354463,-3.004586733,-2.326563579
10007806,University of Sussex,140,C,23,Education,,,,Outputs,20.6,,100,38.5,42.3,17.3,1.9,0,3.174,10007806,0.013637684,0.041785222,0.035077183,0.031881592,0.006960612,0.008240268,0.005776324,0.056060784,0.092821594,0.010381696,0.001863736,0.002657345,0.007101792,0.091158246,0.005149879,0.043850522,0.011589299,0.029830093,0.011351585,0.019943978,0.001266897,0.081145149,0.04792814,0.005941193,0.05043027,0.054384856,0.048198731,0.020106944,0.007548636,0.032157699,0.00593245,0.100203154,0.005021639,0.001004868,0.011609942,-1.36293419,0.252459922,-0.137809218,-2.333246734,-2.089769662,-2.602309299,0.676459037,1.403927604,-1.756490756,-4.234263124,-3.722475383,-2.30427795,1.377840288,-2.767922417,0.322061132,-1.597739607,-0.233764425,-1.627639166,-0.814579673,-4.791162095,1.209971981,0.450340076,-2.561708215,0.523757081,0.632672092,0.458462293,-0.802839017,-2.216245072,-0.125368692,-2.563832998,1.514323141,-2.80430279,-5.125454407,-1.595172175
10007807,University of Ulster,145,C,23,Education,,,,Outputs,11.2,,50,28.6,46.4,21.4,3.6,0,3,10007807,0.00301254,0.024845541,0.062910874,0.160344956,0.001305601,0.005633459,0.000109435,0.001325844,0.049059409,0.013979044,0.009087822,0.001126561,0.005052186,0.068301921,0.016927506,0.005534714,0.034119089,0.011131367,1.85109E-05,0.018687341,0.007202303,0.007317632,0.089999519,0.001574459,0.010883211,0.10947943,0.007613084,0.01460832,0.000672941,0.11691768,0.000283124,0.132108007,0.001990125,0.001874424,0.004962022,-4.384256973,-1.340322426,1.349797654,-5.590523856,-3.481216522,-9.167089159,-5.568326459,-0.358779562,-2.170043745,-2.791303007,-5.803312001,-3.638329748,0.118616754,-1.893939965,-3.506728746,-0.882730286,-2.498678586,-11.73071634,-1.751248073,-3.126779245,-3.10386063,0.516607884,-5.320381557,-2.531205195,0.799278514,-3.046756446,-2.106519159,-6.546686038,0.894111794,-7.795732524,1.070336596,-4.982378179,-5.068790477,-3.664309453
10007811,Bishop Grosseteste University,16,C,23,Education,,,,Outputs,20.5,,30,6,36,30,28,0,2.2,10007811,0.018114097,0.035689652,0.093167913,0.001981628,0.001284925,0.003109407,0.008317115,0.013267907,0.033045253,0.00802508,0.000631513,0.015336356,0.005367377,0.034308526,0.013550336,0.036844161,0.033385913,0.038982091,0.010200144,0.021878355,0.004974281,0.003847913,0.056341022,0.032460974,0.010743612,0.035881137,0.068656347,0.005694547,0.02871357,0.119664699,0.015080898,0.18536622,0.000869249,0.001326204,0.003891579,-2.362720273,-1.384327347,-5.55507545,-6.180076731,-4.90512178,-3.485678039,-2.811892352,-1.495390121,-3.537245597,-7.204876651,-2.602877487,-4.117544078,-1.441266031,-2.781504586,-1.338397179,-1.480593691,-1.257021691,-3.191243597,-2.090328911,-4.227273305,-4.597685131,-0.725647438,-1.521126905,-3.116354107,-1.376607554,-0.440440082,-4.032180312,-1.698100452,0.361092537,-2.627110868,0.992473274,-6.743920172,-6.134459004,-4.581405524
10007814,Cardiff University / Prifysgol Caerdydd,28,C,23,Education,,,,Outputs,33.61,,100,49.4,34.1,15.2,1.3,0,3.316,10007814,0.002336107,0.025857575,0.057651518,0.014195904,0.001792355,0.019402576,0.000538756,0.017127037,0.016105938,0.029946639,0.003203454,0.001371833,0.014065325,0.066954583,0.02458931,0.034919354,0.013543795,0.033196907,0.000900065,0.014462399,0.009024641,0.128960059,0.068317282,0.007775162,0.113939997,0.04195064,0.025818598,0.080256239,0.000633751,0.011437892,0.002980261,0.089763095,0.023150547,0.002537324,0.001293085,-4.625180395,-1.156771623,-2.021883909,-5.007430113,-1.571110367,-6.741584084,-1.751083005,-1.839765901,-0.944964508,-4.169658469,-5.393182123,-2.03521572,0.215824226,-1.229327351,-0.723331744,-2.089726532,-0.796309755,-6.00118603,-1.995051718,-2.675417107,1.161493813,0.244891978,-2.89041396,0.982843768,-0.458665787,-1.158947912,0.477254947,-6.507297979,-2.333537443,-4.273848169,0.638763832,-1.316312335,-4.505978831,-5.478469543
10007823,Edge Hill University,43,C,23,Education,,,,Outputs,25.2,,20,14.3,38.1,30.1,15.9,1.6,2.476,10007823,0.013411522,0.086754833,0.079635361,0.010472899,0.000881893,0.00077704,0.002581617,0.015671816,0.006409727,0.010526721,0.002047448,0.000974246,0.005704479,0.091527482,0.00918008,0.053511886,0.017441194,0.032709097,0.007091048,0.01131727,0.004781116,0.005908912,0.04161317,0.092184327,0.012997648,0.057220367,0.059273269,0.004870854,0.038825277,0.081799738,0.003611701,0.129780999,0.003154691,0.001260566,0.004089707,-2.56993624,0.123534946,-2.926748309,-6.4966613,-6.679276771,-4.947062071,-2.345236831,-3.635074292,-2.919353054,-5.281510307,-6.352979008,-3.803242068,0.200795803,-3.11683051,-0.573549809,-2.190910408,-1.28371725,-3.489338425,-2.814883251,-4.057989951,-3.752444668,-0.936369008,0.211112306,-2.615158597,-0.476880446,-0.426027558,-4.031162509,-1.036412985,0.038687036,-4.462659019,0.704598088,-4.657838808,-5.981265263,-4.283339943
